PAXGBTC;0.0001 PAXG;0,0296800000;1 ETH IS 0,02968 BTC;0,00010;0,000002968;
WNXMBTC;0.001 WNXM;0,0010460000;1 ETH IS 0,001046 BTC;0,00100;0,000001046;
TRBBTC;0.001 TRB;0,0012560000;1 ETH IS 0,001256 BTC;0,00100;0,000001256;
BZRXBTC;1 BZRX;0,0000118000;1 ETH IS 0,0000118 BTC;1 ;0,0000118;
WBTCBTC;0.00001 WBTC;100091,0000000000;1 ETH IS 100091 BTC;0,00001;1,00091;TRUE
SUSHIBTC;0.01 SUSHI;0,0002748000;1 ETH IS 0,0002748 BTC;0,01000;0,000002748;
YFIIBTC;0.0001 YFII;0,0479400000;1 ETH IS 0,04794 BTC;0,00010;0,000004794;
KSMBTC;0.001 KSM;0,0075960000;1 ETH IS 0,007596 BTC;0,00100;0,000007596;
EGLDBTC;0.001 EGLD;0,0028500000;1 ETH IS 0,00285 BTC;0,00100;0,00000285;
DIABTC;0.01 DIA;0,0000708000;1 ETH IS 0,0000708 BTC;0,01000;0,000000708;
UMABTC;0.001 UMA;0,0004250000;1 ETH IS 0,000425 BTC;0,00100;0,000000425;
BELBTC;1 BEL;0,0792200000;1 ETH IS 0,07922 BTC;1 ;0,07922;TRUE
WINGBTC;0.001 WING;0,0009580000;1 ETH IS 0,000958 BTC;0,00100;0,000000958;
UNIBTC;0.1 UNI;0,0005011300;1 ETH IS 0,00050113 BTC;0,10000;0,000050113;
NBSBTC;1 NBS;0,0000006900;1 ETH IS 0,00000069 BTC;1 ;0,00000069;
OXTBTC;1 OXT;0,0125100000;1 ETH IS 0,01251 BTC;1 ;0,01251;TRUE
SUNBTC;0.001 SUN;0,0006330000;1 ETH IS 0,000633 BTC;0,00100;0,000000633;
AVAXBTC;0.1 AVAX;0,0004869000;1 ETH IS 0,0004869 BTC;0,10000;0,00004869;
HNTBTC;0.01 HNT;0,0002326000;1 ETH IS 0,0002326 BTC;0,01000;0,000002326;
FLMBTC;1 FLM;0,0149100000;1 ETH IS 0,01491 BTC;1 ;0,01491;TRUE
SCRTBTC;1 SCRT;0,0562300000;1 ETH IS 0,05623 BTC;1 ;0,05623;TRUE
ORNBTC;0.01 ORN;0,0003229000;1 ETH IS 0,0003229 BTC;0,01000;0,000003229;
UTKBTC;1 UTK;0,0103600000;1 ETH IS 0,01036 BTC;1 ;0,01036;TRUE
XVSBTC;0.01 XVS;0,0009934000;1 ETH IS 0,0009934 BTC;0,01000;0,000009934;
ALPHABTC;1 ALPHA;0,0304500000;1 ETH IS 0,03045 BTC;1 ;0,03045;TRUE
VIDTBTC;1 VIDT;0,0233800000;1 ETH IS 0,02338 BTC;1 ;0,02338;TRUE
AAVEBTC;0.01 AAVE;0,0069950000;1 ETH IS 0,006995 BTC;0,01000;0,00006995;
NEARBTC;0.01 NEAR;0,0001016000;1 ETH IS 0,0001016 BTC;0,01000;0,000001016;
FILBTC;0.01 FIL;0,0028262000;1 ETH IS 0,0028262 BTC;0,01000;0,000028262;
INJBTC;0.1 INJ;0,0002274400;1 ETH IS 0,00022744 BTC;0,10000;0,000022744;
AERGOBTC;1 AERGO;0,0000078700;1 ETH IS 0,00000787 BTC;1 ;0,00000787;
AUDIOBTC;1 AUDIO;0,0547400000;1 ETH IS 0,05474 BTC;1 ;0,05474;TRUE
CTKBTC;0.1 CTK;0,0510300000;1 ETH IS 0,05103 BTC;0,10000;0,005103;TRUE
AKROBTC;1 AKRO;0,0000012600;1 ETH IS 0,00000126 BTC;1 ;0,00000126;
AXSBTC;1 AXS;0,0952600000;1 ETH IS 0,09526 BTC;1 ;0,09526;TRUE
HARDBTC;0.1 HARD;0,0000370000;1 ETH IS 0,000037 BTC;0,10000;0,0000037;
RENBTCBTC;0.00001 RENBTC;0,9989000000;1 ETH IS 0,9989 BTC;0,00001;0,000009989;
STRAXBTC;0.1 STRAX;0,0361300000;1 ETH IS 0,03613 BTC;0,10000;0,003613;TRUE
FORBTC;1 FOR;0,0000014400;1 ETH IS 0,00000144 BTC;1 ;0,00000144;
UNFIBTC;0.1 UNFI;0,0004495700;1 ETH IS 0,00044957 BTC;0,10000;0,000044957;
ROSEBTC;1 ROSE;0,0000034000;1 ETH IS 0,0000034 BTC;1 ;0,0000034;
SKLBTC;1 SKL;0,0126900000;1 ETH IS 0,01269 BTC;1 ;0,01269;TRUE
SUSDBTC;1 SUSD;0,0173100000;1 ETH IS 0,01731 BTC;1 ;0,01731;TRUE
GLMBTC;1 GLM;0,0100800000;1 ETH IS 0,01008 BTC;1 ;0,01008;TRUE
GRTBTC;1 GRT;0,0315200000;1 ETH IS 0,03152 BTC;1 ;0,03152;TRUE
JUVBTC;0.01 JUV;0,0002424000;1 ETH IS 0,0002424 BTC;0,01000;0,000002424;
PSGBTC;0.01 PSG;0,0003130000;1 ETH IS 0,000313 BTC;0,01000;0,00000313;
1INCHBTC;0.1 1INCH;0,0000785000;1 ETH IS 0,0000785 BTC;0,10000;0,00000785;
REEFBTC;1 REEF;0,0000006500;1 ETH IS 0,00000065 BTC;1 ;0,00000065;
OGBTC;0.01 OG;0,0001773000;1 ETH IS 0,0001773 BTC;0,01000;0,000001773;
ATMBTC;0.01 ATM;0,0001699000;1 ETH IS 0,0001699 BTC;0,01000;0,000001699;
ASRBTC;0.01 ASR;0,0001741000;1 ETH IS 0,0001741 BTC;0,01000;0,000001741;
CELOBTC;0.1 CELO;0,0765800000;1 ETH IS 0,07658 BTC;0,10000;0,007658;TRUE
RIFBTC;1 RIF;0,0000058800;1 ETH IS 0,00000588 BTC;1 ;0,00000588;
BTCSTBTC;0.01 BTCST;0,0005777000;1 ETH IS 0,0005777 BTC;0,01000;0,000005777;
TRUBTC;0.1 TRU;0,0000078100;1 ETH IS 0,00000781 BTC;0,10000;0,000000781;
CKBBTC;1 CKB;0,0000005800;1 ETH IS 0,00000058 BTC;1 ;0,00000058;
TWTBTC;1 TWT;0,0104200000;1 ETH IS 0,01042 BTC;1 ;0,01042;TRUE
FIROBTC;0.01 FIRO;0,0001546000;1 ETH IS 0,0001546 BTC;0,01000;0,000001546;
LITBTC;0.1 LIT;0,0001619400;1 ETH IS 0,00016194 BTC;0,10000;0,000016194;
SFPBTC;1 SFP;0,0512800000;1 ETH IS 0,05128 BTC;1 ;0,05128;TRUE
FXSBTC;0.01 FXS;0,0001459000;1 ETH IS 0,0001459 BTC;0,01000;0,000001459;
